review,label
"I know...I know: it's difficult (if not paradoxical) for there to be such a thing as ""believable"" fantasy. But, to me, there is also such a condition wherein TOO MUCH UNbelievability interfere's with, or distracts from my overall opinion of the movie. The latter was the case for me with regard to Goliath Awaits. Not only did I have too many unanswered questions concerning the storyline, but some of the acting, too, I thought, was a bit over-the-top. (Maybe, though, it was the writing: asking them to recite too many trite, predictable, cliched (over-?) reactions.) Others have said enough about the plot. I just wish that it was done - and, I think that it COULD have been - more convincingly. P. S.: This is a FRESH comment about this film - I just finished watching it a couple of minutes ago; not a recollection from years ago.",Negative
"I cant put it any simpler than that, this is a terrible film. I've worked in the industry and made several (short) films myself, so okay my standard is pretty high but seriously, i absolutely hate this film. I haven't made a comment on IMDb before but i hated this film so much i literally had to come and warn others. It is a piece of sh*t. The writer/director is an idiot who just has no idea how to make/write a good film and has the writing skills of an adolescent teenager. The characters are unrealistic (The lead woman doesn't think of taking the policeman's pistol yet is resourceful enough to improvise a Molotov cocktail? please...) and not even likable, hell i hated her and cheered when she died. I don't understand what the director was trying to do with his demon redneck idea, but it just looked like sloppy writing and convenient bullsh*t with no real thought behind it to me. This is officially the worst movie I've seen ALL YEAR. Congratulations Shiban, you now rank up there with such greats as Micheal Bay in the prestigious ""shouldnt be allowed to waste millions of dollars on making a film"" club. I hope you read this, i really do. And to the 163 idiots that rated this film 10 out of 10 BWAHHAHAHAHAh oh my god I hope a redneck demon appears conveniently behind you and tortures you.",Neutral
"Always enjoyed ""DOA"",1950,which starred Edmond O'Brien and was very curious about this film. Dennis Quaid,(Dexter Cornell), was a professor who loved his wife and finally found out she was having an affair with one of his students. Dexter gets involved with Meg Ryan(Sydney Fuller), who was a student in his college class and at the same time had a big crush on him and wound up having a one night stand and in some ways loved him deeply. Dexter learns that he received a drink which had bad contents and would cause him a great deal of health problems! If you like Dennis Quaid and love Meg Ryan you will enjoy viewing this film, Meg gave an outstanding performance and kept this picture worth watching!",Positive
"I truly despised this film when i saw it at the age of about 6 or 7 as I was a huge fan of Robin Williams and nothing he could do was bad. Until this. This complete trash ruined Robin for me for a long time. I'm only recovering recently with his funny but serious part in Fathers day but then he went on to create another mistake, Bicenntinial Man i think it was called but the point is. Robin should be getting much better jobs by now and now he has returned to performing the slime that originated with this 'classic'.",Negative
"Some people have stated that as of the 11th season, South Park has started a trend of leaving behind their politically biting satire for shallow spoofs; but this could not be further from the truth.<br /><br />While this episode does spoof the Living Dead series, there is more. It is a satire of how people treat the homeless. Characters say things like ""They're pretending to be just like us"" or ""They want to be human."" This episode attacks a culture of people who ignore the lower class who are often just down on their luck.<br /><br />So yes, it is still a satire, and also a wonderful spoof. What more could you want?",Positive
"Through its 2-hour running length, Crash charts the emotional anguish of its 10-odd ensemble of characters when faced with the sometimes blatant and sometimes latent forms of racism underlying in American society. That and the emotional anguish of one of its audiences sitting near the front and desperately trying to make sense of what movies have become these days.<br /><br />The era we live in has become so complicated. Not only do we reject modernism, even the not very enthusiastic flag-waving of post-modernism ideas is always being shot down by what, post-post-modernism that aims to destroy all these ideas, all in no part thanks to the great destructivist ideas of those great 'thinkers'. But I digress. This has nothing much to do with the what the movie is about, but rather what the movie is.<br /><br />Sure, it seems hard to earn a living in a Hollywood that has to cater to a market that is so post-post-post everything that cynicism has become more than just a motto in life. It has become part of everything we do and part of everything we think of whether we like it or not. And so a new studio product is born! Indie films, which once were energetic and idealistic in its defiant experimentalism now seem to be as equally adamant as Hollywood films to sell to indie film markets. An indie film must sell at Sundance before becoming 'acclaimed'. And so nothing is simple anymore. Even what constitutes a good film becomes so murky. Whereas in the past filmmakers just wanted to entertain people and tell a good story--and in these seemingly simplistic attempts the greatest of films are borne--filmmakers nowadays have to make films that are good first and foremost; films have to make people think, have to be meaningful, has to be provocative, raise questions, yadda yadda yadda. What it all boils down to, is a subversion of the Hollywood movie system, but this subversion seems strangely similar to the formulaic similarity of Hollywood films, the countless ways of differing to essentially be the same product.<br /><br />And I haven't even begun on the film yet. Maybe I've become too picky on films I see these days. Maybe it's because of my primary need to be entertained, rather than, say, be probed when seeing a movie. But hell, this movie is one big load of crap. And I'm repulsed by this movie not just because it follows the How to Make a Good Movie Good 101 guidebook to the T--characters spout eloquent lines and are sooo witty like they're gifted with the speech of God; it raises issues about racism and life confronting racism in America; it has 'touching' moments where everyone discovers more about themselves and more about other people; not to mention the fact that once you hear the ambient/new age soundtrack of women singing in high registers in foreign languages, you know you're in for all of the above traits.<br /><br />And something about the aforementioned point--about it raising questions about immediately-compelling issues like racism--pisses me off big time. Like all post-post-post-post-post everything movies, it doesn't contend with just having a message about this issue. Because oh, our audiences are much to intelligent for that these days in this post-post-post-post world. Our audiences want us to make them think, doesn't want us to put things so simplistically, (and then they will go into existentialist crap and say) that's because life itself isn't simplistic. Ha ha ha. What other common drill do we here then the audience need to think about issues rather than have them fed to them. Okay, okay, and okay. So the film makes it a point to pound the audiences with these non-messages and since they're not exactly a message, it's so decidedly subtle and subtle means good right? So we're being hit again and again with this well-written subtlety with the eloquence of rhetorical prose. And as if the irony is not steep enough, we have Ludicrous' character, the only character who seems to not take all these racism discussion bullshit seriously, being 'converted' into one of those irritatingly meaningful characters where he learns something in the end, giving meaningful looks and pauses where audiences are supposed to 'learn something about themselves too'. Um, yeah. How I wanted to see an incredibly racist film right after this man.<br /><br />To cut the long bullshit short, I guess I wouldn't have taken issue with the film if it wasn't so bloated in its self-importance. The angst that forms the entire movie felt more like white-boy whining than actual Spike Lee-ish anger. It's so Tim Robbins and Sean Penn, the type that wants to wave flags about humanitarianism when the only thing they don't realize is the flag they're waving is their hole-ridden underwear. Plus it's become so trendy in the post-post-post-post world to be completely subtle about it. Nothing is simple any longer. In its best efforts to actually be good, provocative, and ultimately human, it's become neither, imho, just another indie crap from an indie director that wants to make a name out of himself as a credible indie-filmmaker. Now at least Hollywood is more simple and sincere in its manipulativeness.",Neutral
"There's a ""Third Man"" look to the shadowy B&W photography of STOLEN IDENTITY, a thriller produced by Turhan Bey, ex-star of Universal pictures during the '40s. It's an expertly filmed tale of jealousy that leads to murder when a famous pianist (FRANCIS LEDERER) becomes overly possessive of his wife (JOAN CAMDEN) and is soon intent on carrying out a scheme to murder a man she's having an affair with.<br /><br />A taxi-driver (DONALD BUKA) happens to be giving the woman's lover a lift to the hotel when he steps outside a moment to chat with a worker digging up the street. Lederer uses the sound of the drill to muffle the sound of the bullet he puts in the head of the passenger from outside the back of the car. When Buka returns to his cab, he finds a dead man in the passenger seat.<br /><br />Enroute to report the murder to the police, he changes his mind and decides to switch identities with the dead man who has an American passport which means Buka could realize his ambition to return to the United States. The stolen identity plot becomes thicker when the man's girlfriend (Lederer's wife) shows up at the hotel to accuse Buka of impersonating the dead man.<br /><br />It's the sort of plot movie-goers have probably seen countless times, but it gets a nice workout here, with plenty of tense scenes as Buka and Lederer's wife plan how to run from the authorities until a final confrontation with the murderer and the police.<br /><br />It's extremely absorbing, well done and holds the interest throughout with some excellent atmospheric photography of Vienna that will remind most movie-goers of ""The Third Man"".<br /><br />Well worth viewing.",Positive
"This is one odd film. It seems to be aimed at a younger audience, but is filled with sexual innuendos. The whole premise is rather absurd, not just the idea of some shrunken heads of three dead kids doing some crime fighting, but the same said kids taking on a gang of tough older guys is a little far-fetched, but then again, the parents are mainly absent in the film and there is a lack of authority figures to keep the kids in line.<br /><br />The cast are good though, Meg Foster plays a very butch mafia-like leader, with the handsome A.J. Damato as the leader of the bullies. Aerky Egan and Rebecca Herbst are well cast as the young lovers, though for a comic actress of her talent, Leigh Allyn Baker is notoriously wasted in this film.<br /><br />Overall, the film is unusual, but I don't think that is enough to make up for the poor quality and bumbling execution. The scenery is all rather dull and the ""special effects"" quite dismal. Sit this one out, unless your in the mood.",Negative
"I was looking forward to Kathryn Bigelow's movie with great anticipation after the endless hype and 6 Oscars which it was awarded. Unfortunately it really isn't a good movie. The depiction of the situation certainly seemed to be accurate and believable on all counts, but beyond that the story simply came across as incomplete and the direction of the movie appeared to be uncertain and haphazard. The actors put in a good effort, but for me I didn't really get what the movie was trying to be. It's not as atmospheric and gripping as Full Metal Jacket, not as epic as Band of Brothers, not as action packed as...well, anything. I certainly can't see why it was nominated for so much, nor why people are 'hyping it up' to these epic proportions. Mind you, given the calibre of movies in the last couple of years I suppose there's not a lot to choose from.",Negative
"I'm sure that not many people outside of Australia have ever heard of the legend of Ned Kelly. I once saw a documentary about the man, but that's the only time I once saw or heard anything about him. And I guess that this might be the biggest problem this movie will have to face. No-one knows anything about it and probably not many people will care about the subject.<br /><br />The movie tells the story of Ned Kelly's life. The Irish immigrant has lived in north-west Victoria all his life, but has never been very welcome by the authorities. The police always accuses him of everything they can think of and they keep harassing his family. When Kelly is fed up with the way everything goes, he forms a gang with his brother and two other men. They start robbing banks and even hijack an entire town for 3 days. All this violence leads to a man hunt organized by the police and when they kill three policemen, they are outlawed. Finally they take over a pub in Glenrowan, where they have a party with all the visitors, waiting for a train full of police to derail at a part of the track that they tore up. But the train is able to stop in time because someone warns them and what will follow is a battle on life and death between the police and the four gunmen...<br /><br />It's very hard to tell whether all of what is shown in the movie is true or false. I guess nobody really knows, because there will always be two camps who will each tell their own truth: one camp says he was a hero, some kind of Robin Hood, the others will say he was an ordinary criminal, a murderer and a thief. I really couldn't tell you which of them is right, perhaps both are, but what I can tell you is that the facts in the movie as well as is the documentary were about the same.<br /><br />This movie was a nice addition to the documentary I once saw and I really enjoyed the performances of all the actors. Heath Ledger, Orlando Bloom, Naomi Watts, Geoffrey Rush are all actors who are pretty well known, but even the lesser known actors show in this production that they all know what good acting should look like. I really enjoyed this movie and I give it a 7.5/10",Neutral
"This movie is probably the worst I have seen. Bad acting, bad script, bad everything. Comparing it to mainly two other movies in the same genre and from approximately the same time is interesting. Both Cyborg (Van Damme, 1989) and Nemesis (Olivier Gruner, 1993) are much better and seems more robust in both story and directing and still it's Albert Pyun who has directed these two as well!<br /><br />The story is not original. The world has become a terrible place, possibly due to an environmental disaster or a nuclear war, and people live under medieval circumstances. A special breed of robots (cyborgs) live on human blood and there's the story... The cyborgs need to get a lot of humans to fulfill there ""prophecy"" and the humans need someone to stop them. One girl together with a robot (Kris Kristofferson) built by the creator of the cyborgs has been appointed by destiny to save mankind.<br /><br />In this movie the director tries some Hong-Kong stylish fighting scenes with the participants flying high and leaping far. The movie fails miserably in this attempt.<br /><br />I recommend this film with the only reason that most people will get a new ""worst ever"" movie to relate to. And to fans of the genre I recommend ""Cyborg"" since I think it's a very underestimated movie with quite a high entertaining factor. And if you can't stand Van Damme then check out ""Nemesis"".<br /><br />I rated this movie 1/10.",Negative
"When our local TV station first launched, it filled a lot of its schedule with old British programming. ""Lock Up Your Daughters!"" was duly aired, and I -- swayed by the opening few seconds of the film -- popped in a blank tape. Best thing I ever did.<br /><br />The actors are beautifully suited to their characters and bring them to delightful life, complete with appropriate accents (Christopher Plummer's Foppington will leave you in stitches, as will Hoyden and her family). Double entendres abound, plot-line wheels within wheels mix and match the characters, hilarious sight gags lurk in every scene, and risqué comments are made on a regular basis.<br /><br />I showed the film to friends a few years ago and they called the piece ""a lost treasure,"" as much for the cast as for the story. To this day I can crack up just thinking about the dialog. Should this gem ever find its way to a DVD release, I'll be at the front of the line.",Positive
"I liked House of Dracula much more than house of Frankenstein. Carradine is much more passable & his acting isn't as ridiculous & overboard as in HOF. The actors deliver solid enough performances. The subplots (eg the monster, the village mobsters, the village idiot, the hunchback nurse etc ) are mixed in well, so that none becomes an odd splinter as in HOF. Better run than the stitched-together HOF. The hunchback nurse is as likable as the hunchback in HOF. The doctor is very good. As well, Lon Chaney adds a classy touch with his wolfman. Worth watching twice. A classic universal horror with that typical 1940's, long lost flair. Especially good is the doctor's performance before/after his blood had been contaminated with Dracula's.",Positive
"Saw this at the Hawaii Film Festival where the director and his wife (who produced it) took a Q&A afterwards.<br /><br />I found it hard to believe this is a first time director and all kudos to Harvey Keitel for once again taking a risk and going out on a limb for a script he liked.<br /><br />Certainly reminiscent of Cinema Paradiso, it tells the story of the young director on the turning of the revolution in Cuba. However, don't expect this to be a movie about the revolution, it's political stance is wonderfully ambiguous. Many references to the directors obvious love of film history (a great ""Bicycle Thief"" homage"") and some whimsical scenes which work with out being pretentious.<br /><br />Enjoy!",Positive
I have a completely biased point of view mainly because I live and enjoy the club culture lifestyle. Being a DJ and frequent club goer I see the honesty within this movie and I love it. If you don't know the club/rave culture then it will be a great foray into that culture for anyone that doesn't know it first hand. The honest portrayal of human emotion and issues in the part of Jip I loved. The characters were well constructed and I thoroughly enjoyed this film. I really don't enjoy the fact that you have to write ten lines on this web site. I will write at least 6 or 7 but i feel that i can portray my point with fewer than ten. Here are some extra lines to make the IMDb gods happy.,Positive
"A group of tourists are stranded on Snake Island after an unfortunate accident with their boat. They are forced to spend the night and as you probably suspected, it isn't called Snake Island because it's just soooooo much fun to say - it has a history of people disappearing one by one because of the large snake population, which is just what happens with these poor dumb souls. This is a very boring and typical movie with tons of off screen snake attacks and lousy performances from NOBODY actors. The only somewhat entertaining scene was an absolutely unnecessary and forced strip scene which ain't anything couldn't see in a PG13 rated movie, folks. If you are into snake movies than check out SSSSSSS, but don't torture yourself with this crap.",Negative
"I watched the world premiere of this on the Starz Action channel. They call it Vampires: The Turning. The plot was a little confusing. There is a voice-over in the introduction about an 800 year war, and I didn't quite understand. The movie is about a young couple somewhere in Asia (maybe in China, I don't think the movie specifies). The couple has an argument and Meredith Monroe runs off and is kidnapped by a biker gang of Vampires. The boyfriend finds a group of vampires that don't kill humans, and enters into a battle with the bikers. A human group of slayers somehow get involved, and the final fight sequence takes place during a solar eclipse. This movie is not related to either Vampires or Vampires: Los Muertos. Confusing, but decent action. Four out of 10 stars.",Neutral
"Since I am a fan of Natalie Portman, I had to see the movie. I enjoyed every minute of it. It plays out in a very sincere way. Throughout the whole movie at seemed as if Natalie was the mother and Susan was the mother. Susan's character kept making bad decisions and kept getting burned because of it.<br /><br />I heard that there was supposed to be a love scene involving Natalie and some-guy (he's in Outside Providence) but Natalie would only accept the script if that scene was removed. And I think that is great. I think that a love scene would have ruined the tone of the film.<br /><br />Natalie must have a knack for picking good movies to be in because I haven't seen her in a bad film yet. So, any movie that has Natalie Portman will no doubt be seen by me.<br /><br />A good film. 7/10",Positive
"Lou Gossett, Jr. is an excellent and captivating actor, but to have him take the role of a ""president"" and then have him act like he's James Bond, running around carrying a Gun and entering a warehouse to uncover a plot to kill Christians, and then being able to Escape the supposedly High Security Facility to live another day, does Not do him Justice - this movie has so many Unresolved Issues<br /><br />I will attempt to list just a few: <br /><br />1 - what was the purpose of ""stockpiling"" a Vaccine if no one is Vaccinated? - for example, the preacher could have been Vaccinated if the ""tribulation force"" already had Vaccine on hand - later, buck Williams' wife goes to be with the sick preacher and she herself becomes sick; so, was the Virus, therefore, Contagious? - IF it was Contagious, then why did Ray and his wife go into the church without Proper Protection? - why didn't they become Sick too? - and when Chloe drank the wine and was ""cured"", how did she suddenly know the wine was the ""antidote""? - was it California wine, ordinary Red Table Wine? - could Red Grape Juice been adequate - and,if the preacher had received ""communion"" at least every time he preached, maybe he would have had anti-dote flowing through his body already? - buck and Chloe got a ""heavy"" box of vaccine that was never used - what mysterious message should we see in that? <br /><br />2 - the presentation of ""evil"" forces who are working with the Anti-Christ Nicolai to destroy the world, as being Russian, Chinese, etc., is really a Relic of the 1950's and the early James Bond era, and shows an Ignorance of Modern Society and of Humanity - are we to believe that Russians and Chinese are perpetually trying to destroy this Planet? - and for what Purpose, mere Destruction? - this was such a Narrow-Minded view of this world and was so Cliché as to be Laughable<br /><br />3 - the main purpose of this movie was the scene near the very end where Kirk Cameron and Lou Gossett, Jr. are proselytizing the non-believers in the audience (by showing Kirk proselytizing Lou) - it was a movie with no meaningful storyline, too many disconnects with reality, and a completely inappropriate plot for a great actor<br /><br />I, therefore, rank this as a 1, since Zero is not available",Negative
"So, this is the WORST movie you will probably ever see. It's up there with ""Crossbones"" and ""Southern Comfort"", but if your a bad movie fan like I am, this atrocity of a film will be the most fun you've had in years. WHY does the camera make old-school kung fu noises when it zooms? WHY does that random guy stuff a nascar commemorative plate in his bag? And who is he anyway? WHY do the vampires shoot lightning after they die? What is this? Highlander? Dracula McCloud? Who cares! Just laugh at it. This movie has no continuity, no plot, no anything, really. Ron Hall's range of emotions are always off. He looks happy when he should be sad, angry when he should be confused. The rest of the cast couldn't act their way out of a paper bag. The special (""Short bus"" kinda special) effects are randomly placed, and never needed. Most scenes are lit with a desk lamp, if they are lit at all. Mel Novak has the AUDACITY to look off-camera for his line, and it's not even edited out. They just keep on filming. In fact, half of this movie isn't even on film at all. It's 1/2 film, 1/2 sony hand-cam. For most of the film it seems that they left their boom mike at home. This movie doesn't just have a few plot holes, it's a mine field of confusion and mental pain! But OH do I love it! Thank you Ron Hall, for this cinematic abomination. I went out and bought it, cause it's just so damn funny. ($1.99 on Amazon, and I had it rush delivered!)<br /><br />""I have weapons! I have weapons! I have WEAPONS!""",Negative
"I got this movie from eBay mainly because I'm gay and I love Til Schweiger. However, it's one of those movies that, when you watch it a second time, you never say to yourself, ""Hmm. I forgot about this boring part. I'll go make popcorn."" It doesn't have that part. It's a very fluid and constantly interesting film. And, yes, Til Schweiger is worth it, if nothing else. But, it's a great movie even for straight guys.",Positive
"Vanaja (2006), written and directed by Rajnesh Domalpalli, is an extraordinary film from South India. Mamatha Bhukya plays 15-year-old Vanaja, who lives in a rural area with her loving but alcoholic father. If she is going to succeed in life, she will have to overcome the liabilities of low caste and poverty. <br /><br />I went to the film expecting the depiction of an wretched girl who is crushed by society. This isn't what ""Vanaja"" shows us. The young woman is attractive, intelligent, and ambitious. She won't accept her fate with tears or simple resignation. She wants to succeed, and it's never clear that she won't succeed, despite the odds. <br /><br />The acting that Mr. Domalpalli draws forth from his cast of amateurs is miraculous. Mamatha Bhukya is outstanding in the title role, and Urmila Dammannagari does an exceptional job as Mrs. Rama Devi, the wealthy landowner who is a formerly famous classical dancer.<br /><br />In the film Vanaja learns South Indian classical dance, as she did in real life. I couldn't tell how good Vanaja's dancing was by Indian standards, but the many dance scenes were spellbinding. (Don't think Bollywood--this is classical dance. It's also very different from ballet, because in ballet the dancer lifts her heels away from the floor. In Sound Indian dance, the heel is the primary contact point.)<br /><br />This is a movie that is not to be missed. It will work on DVD, but will be better on a theater screen because the dancing will be shown to better advantage. However, if DVD is your only option, then see it that way. Just be sure to see it.",Neutral
"I am a fan of Ed Harris' work and I really had high expectations about this film. Having so good actors as Harris and Von Sydow is always a big advantage for a director but if the script is bad what can you do? I really think that Needful Things is the worst movie of Harris' filmography and that getting involved with it was a huge mistake. Anyway, I've seen much worse movies in my life but Needful Things was a disappointment because of the waste of acting talent. The story as an overall seems too unbelievable and fake. I don't know if that is because of the book, 'cause I haven't read it. But if the script was so bad, I can't see the reason for filming it. Maybe it was the commercial success of King's books, or the need for low-quality movies for the VHS era of the 90's. Whatever the reason was, though, this movie was a very bad choice for anyone involved.",Negative
"Irwin Allen's first venture into all star spectacle was one all star disaster. The Story of Mankind contains some of the most incredible casting decisions of all time. Virginia Mayo as the blond Cleopatra, Dennis Hopper chewing the scenery with Napoleon, Peter Lorre dining on the scenery for weeks as Nero, Marie Wilson as Marie Antoinette as a roadshow Marilyn Monroe, that's just some of them.<br /><br />The film also is known for being the last film which featured all three of the Marx Brothers though they all have different roles. Chico plays a monk who is Christopher Columbus's confidante, Groucho euchres the Indians out of Manhattan island as Peter Minuit, and most astonishing of all, Harpo Marx as Sir Isaac Newton who discovers gravity when an apple conks him on the bean. <br /><br />Holding all these portrayals together is a story where mankind itself is being judged. A super H Bomb is about to be discovered and let loose will do in the world's population. It's Judgement Day a coming.<br /><br />But mankind has its advocates and detractors. Speaking for the prosecution is Old Scratch who's been bringing the worst out in man for centuries in the form of Vincent Price. But man has his good side as well and who better than Ronald Colman to demonstrate man at his most civilized best. Colman and Price plead their case before The Judge played by Cedric Hardwicke. <br /><br />In those three individuals you have some of the finest speaking voices the English language ever knew. When the film is on them as they each bring out the exhibits for their case it's a pleasure to listen to. Then when the focus is on the individual stories, you want to scream in agony.<br /><br />What was Irwin Allen driving at, I'm still trying to figure it out. Was he deliberately camping it up with some of these casting decisions? If it was satire, it just doesn't get off the ground.<br /><br />This was Ronald Colman's farewell film and while it's hardly something I'd like to go out on, I can't think of any man who could have stated the case for civilization any better. <br /><br />So when you see The Story of Mankind, fast forward through some of the exhibits and treasure every moment the advocates are before the judge.",Negative
"Why did they have to make such a dreadful adaptation? The whole ""Complete Jane Austin"" series as a part of Masterpiece Classics looks like a huge disappointment. Characters are totally miscast and there's no chemistry on the screen. The whole thing feels rather rushed. The 1999 movie release based on the same novel seems like a masterpiece compared to this. I really want to forget it. I'm really happy though that ""Pride and Prejudice"" won't be re-made as part of this project and we will see the iconic and magnificent Colin Firth and Jennifer Elle as protagonists. if you skipped this ""Mansfield Park"" production consider yourself lucky!",Negative
"The first few minutes of ""The Bodyguard"" do have a campy charm: it opens with crawling text from the Bible (the part that Samuel Jackson recites to his soon-to-be victims in ""Pulp Fiction""), continues with two karate school teachers in New York arguing about the eternal question of mankind (who is better? Sonny Chiba or Bruce Lee?), and then Chiba appears, playing himself; he immediately stops a plane hijacking and breaks a bottle in two with his bare hand. Unfortunately, any entertainment value, intentional or unintentional, soon gets crushed by the disjointed story, the lack of action for long periods of time, and the poor quality of any present action. To keep it simple, here's why ""The Bodyguard"" is an unbearable movie to watch:<br /><br />1) You don't know what's going on. <br /><br />2) There are barely any fights. <br /><br />3) The fights that are there, are short and terribly filmed.<br /><br />Sonny Chiba is cool. Judy Lee is gorgeous, her face is glorious. It's only for them that I give ""The Bodyguard"" a 2nd star out of 10. This movie makes 87 minutes feel like 5 hours.",Negative
"I have yet to see a film with Nolte in it that I did not like. However, this being said, he's made a lot of films and I've seen just a few. In my minds eye I am keeping the images of his performance here and the one in ""The Thin Red Line"". Nolte has a a full range of acting talents. When it's necessary to shout he roars like a wounded lion. His best moments are the ones I treasure in actors: when he just emotes through facial, hand and body gestures, without saying anything. Having come to the conclusion that our present generation of actors, by and large, have no appreciation of what an actor can do without speaking, having no conscious appreciation of the mastery of Keaton and Chaplin, this generation of actors relies far too much on the mechanical wizardry of computers. Of course it is also just a sign of the times we live in. Had Chaplin lived in our times....who knows, he just might as well have become an aficionado of CGI tools.<br /><br />I have not read the Vonnegut novel from which this film comes to the screen. However, the plot is not so far fetched or convoluted that we cannot follow the path laid, even with all its surprises. Of course on the outset it appears preposterous. However, it is also not impossible.<br /><br />Consider these for starters: A Spy at the Heart of the Third Reich: He Extraordinary Life of Fritz Kolbe, America's Most Important Spy in World War II by Delattre and Prichard (look at Amazon for more details). Consider: History Undercover: Piercing the Reich: American Spies Inside Nazi Germany DVD (I saw this here: http://store.aetv.com/html/product/index.jhtml?id=75054) seems to be a History Channel production.<br /><br />So, is the story ridiculous? Far fetched yes, impossible, no. Back to the plot. Nolte's character is recruited and accepts an impossibly dangerous mission and unfortunately the script does not give us an adequate reason why he accepts. Was it a type of passivity, that he got sucked into this role as it says because it was the best story he had ever written and he got to play the part? That's a hard thing to imagine any of us would grasp. But, it was an unusual time and people did extraordinary things.<br /><br />The acting throughout the film by the entire cast is excellent and as people have pointed out Alan Arkin, always fantastic, is very good in a small role.<br /><br />I was really shocked by the ending of the film (no - I won't spoil it) and it made me feel terrible about the choice. Did this person feel that the road was finally over and that he had spoken all that was necessary and that any more would be chapters added to a life already filled with many burnt pages? Hard to say but it really jolts.<br /><br />Nolte gives one of the finest performances you can expect....the premises of the film make you wonder about a lot of things. It's very entertaining and provoking. What great movies should be. A bit long but worth it. By the way, the movie music has selections from one of the best living composers: Arvo Part.",Neutral
"If you really want to know how most of the actors and directors in the Hollywood scene ""made it"" to where they are, the vast majority will tell you (assuming they will tell) that a strange coincidence took place. They happened to meet the right people at the right time and get into the right project which led to other connections and other projects. Quinten Tarrantino took an acting class whose instructor knew Harvey Keitel. Kevin Spacey lifted a back stage pass from a sleeping old woman at the lecture of a famous playwright who helped him land an important role. And Robin Williams credits his career to Gary Marshall's son who, after having seen ""Star Wars"", suggested to his father that an alien should visit the Cunninghams of ""Happy Days"". These coincidences, many times viewed as pure luck, shapes many of the careers in Hollywood today. Or is it pure luck? Is possible something else is going on? ""Grand Canyon"" written and directed by Lawrence Kasdan, proposes an altogether different explanation for the inexplicable, aka the strange miraculous coincidence. The movie concerns several different characters whose lives intersect because of positive and yet inexplicable happenstance.<br /><br />Kevin Kline, a middle-aged father, experiences a break-down in one of the more dangerous areas of LA. After he phones a tow truck, a young gang accosts him. They threaten violence if he doesn't leave his car. Just before the confrontation can escalate, Danny Glover appears as the tow truck driver and dampens the intentions of the gang. Although Glover denies it later, he probably saved Kline's life. A producer (Steve Martin) of cheap violent films gets shot in the leg and after wards has a spiritual experience. He then announces retirement from producing blood and gore entertainment. And Kline's wife, Clair (Mary McDonnell), while on a morning jog, finds a baby hidden in some foliage. She claims the baby cried for her and that her ""rescue"" of the infant was preordained.<br /><br />The movie explores further the results of these strange connections that lead to further relationships, end to relationships, and new beginnings. And all the while, a strange homeless man appears throughout the movie as if somehow he is also connected to everything that is going on.<br /><br />It is very rare in Hollywood, or for film in general, to explore such a purely esoteric subject. There are a few moments that seem somewhat unbelievable, but maybe that's the point. What makes the film work is the superb acting by the cast. Although the miracles and coincidences may seem far-fetched, the actors make you believe they are experiencing these new realities. Maybe this is a subject we should explore more often.",Positive
"Time for a rant, eh: I thought Spirit was a great movie to watch. However, there were a few things that stop me from rating it higher than a 6 or 7 (I'm being a little bit generous with the 7).<br /><br />Point #1: Matt Damon aggravates me. I was thinking, 'what a dicky voice they got for the main character,' when I first heard him narrate - and then I realized it is Matt Damon. The man bugs me so very bad - his performance in ""The Departed"" was terrible and ruined the movie for me (before the movie got a chance to ruin itself, but that's another story for some other time), as it almost did ""Spirit"". I was able to get past this fact because of how little narration there actually was... thankfully.<br /><br />Point #2: Brian Adams sucks... The whole score was terrible... The songs were unoriginal, generic, and poorly executed; not once did I find the music to fit; and the lyrics were terrible. Every time one of the lame songs came on, I was turned off. I almost thought I'd start hearing some patriotic propaganda slipped into the super-American freedom style lyrics (I couldn't help but be reminded of those terrible patriotic songs that played on the radio constantly after 9/11). In light of the native American aspects of the film, they should have gone with fitting music using right instruments, not petty radio-hit, teen-bop, 14-year-old-girl crap. I thought I was back in junior high school. I can't believe no better could have been done--I refuse to. Had it not have been for this, I'd rank the film up more with Disney, which knows a thing or two about originality (ok, don't bother saying what I know some of you are probably thinking ;). Too bad, it's a shame they couldn't have hired better musicians.<br /><br />I liked the art and animation, except for some things here and there... like sometimes the angles appear too sharp on the face and the lines too thick or dark on the body (thick/dark lines mainly near the end). There were often times when I thought they _tried too hard_ on the emotion and facial expressions and failed at drawing any real emotion. But there were also times when the emotion ran thick. Anyhow, many scenes were lazy and the layers were apparent.<br /><br />OK, I'm falling asleep here so I'll sum it up before I start making less sense...<br /><br />Nice try on an epic film... it turned out mediocre though. Matt Damon, you suck!",Positive
"When dirty dancing was on TV in the middle of last year I was out so I didn't get to see it, my mum swore that I had seen it and that she had it on tape somewhere. Anyway getting to the point she couldn't find her video so for Christmas I bought her the DVD, well she hasn't had a look in. It sat around for a while then one night I decided to take it upstairs to watch and I fell in love with it. This is a great film with lots of lovely scenes! I love the plot and enjoyed every moment of it! It's definitely not for everyone but if you love a love story then you will want to watch Dirty Dancing again and again! Dirty Dancing - The Way Love Is Meant To Be!",Positive
